score,confidence,method_same,bmc_index,bmc_section,bmc_title,bmc_method,bmc_uri,podm_index,podm_section,podm_title,podm_method,podm_uri
1.0,high,True,145,3.2.132,修改SMS服务资源信息,PATCH,https://device_ip/redfish/v1/Managers/manager_id/SmsService,43,4.2.29,修改SMS服务资源信息,PATCH,/redfish/v1/Managers/{manager_id}/SmsService
1.0,high,True,147,3.2.134,查询USB管理服务资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/USBMgmtService,118,4.2.104,查询USB管理服务资源信息,GET,/redfish/v1/Managers/{manager_id}/USBMgmtService
1.0,high,True,148,3.2.135,修改USB管理服务资源信息,PATCH,https://device_ip/redfish/v1/Managers/manager_id/USBMgmtService,119,4.2.105,修改USB管理服务资源信息,PATCH,/redfish/v1/Managers/{manager_id}/USBMgmtService
1.0,high,True,149,3.2.136,查询FPCService服务资源,GET,https://device_ip/redfish/v1/Managers/manager_id/FPCService,120,4.2.106,查询FPCService服务资源,GET,/redfish/v1/Managers/{manager_id}/FPCService
1.0,high,True,150,3.2.137,查询FPC内存健康状态信息,GET,https://device_ip/redfish/v1/Managers/manager_id/FPCService/Memory,121,4.2.107,查询FPC内存健康状态信息,GET,/redfish/v1/Managers/{manager_id}/FPCService/Memory
1.0,high,True,151,3.2.138,内存隔离联动模式下发隔离任务,POST,https://device_ip/redfish/v1/Managers/manager_id/FPCService/Memory/Actions/Memory.ExecuteIsolation,122,4.2.108,内存隔离联动模式下发隔离任务,POST,/redfish/v1/Managers/{manager_id}/FPCService/Memory/Actions/Memory.ExecuteIsolation
1.0,high,True,152,3.2.139,查询场景化智能节能信息,GET,https://device_ip/redfish/v1/Managers/manager_id/EnergySavingService,123,4.2.109,查询场景化智能节能信息,GET,/redfish/v1/Managers/{manager_id}/EnergySavingService
1.0,high,True,153,3.2.140,智能节能场景配置,POST,https://device_ip/redfish/v1/Managers/manager_id/EnergySavingService/Actions/EnergySavingService.SetScene,124,4.2.110,智能节能场景配置,POST,/redfish/v1/Managers/{manager_id}/EnergySavingService/Actions/EnergySavingService.SetScene
1.0,high,True,154,3.2.141,创建SP服务的RAID配置,POST,https://device_ip/redfish/v1/Managers/manager_id/SPService/SPRAID,86,4.2.72,创建SP服务的RAID配置,POST,/redfish/v1/Managers/{manager_id}/SPService/SPRAID
1.0,high,True,155,3.2.142,报废处置,POST,https://device_ip/redfish/v1/Managers/manager_id/Actions/Oem/Huawei/Public/Manager.RetireSystem,125,4.2.111,报废处置,POST,/redfish/v1/Managers/{manager_id}/Actions/Oem/HuaweiPublic/Manager.RetireSystem
1.0,high,True,161,3.2.148,查询TPCM服务信息,GET,https://device_ip/redfish/v1/Managers/manager_id/SecurityService/TpcmService,135,4.2.121,查询TPCM服务信息,GET,/redfish/v1/Managers/{manager_id}/SecurityService/TpcmService
1.0,high,True,162,3.2.149,设置TPCM服务信息,PATCH,https://device_ip/redfish/v1/Managers/manager_id/SecurityService/TpcmService,136,4.2.122,设置TPCM服务信息,PATCH,/redfish/v1/Managers/{manager_id}/SecurityService/TpcmService
1.0,high,True,163,3.2.150,查询CA证书集合资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/Certificates,362,4.10.3.7.3,查询CA证书集合资源信息,GET,/redfish/v1/Managers/manager_id/Certificates
0.96,high,True,164,3.2.151,查询指定CA证书资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/Certificates/certificate_id,363,4.10.3.7.4,查询指定CA证书的资源信息,GET,/redfish/v1/Managers/manager_id/Certificates/certificate_id
0.9524,high,True,165,3.2.152,删除CA证书的吊销列表,POST,https://device_ip/redfish/v1/Managers/manager_id/Certificates/certificate_id/Actions/Certificate.DeleteCACertificateCRL,366,4.10.3.7.7,删除CA证书吊销列表,POST,/redfish/v1/Managers/manager_id/Certificates/cert_id/Actions/Certificate.DeleteCACertificateCRL
1.0,high,True,166,3.2.153,查询全量告警信息,GET,https://device_ip/redfish/v1/Managers/manager_id/LogServices/EventLog,112,4.2.98,查询全量告警信息,GET,/redfish/v1/Managers/{manager_id}/LogServices/EventLog
1.0,high,True,169,3.2.156,查询PRBS测试对象集合的资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/DiagnosticService/PRBSTest/TestObjects,111,4.2.97,查询PRBS测试对象集合的资源信息,GET,/redfish/v1/Managers/{manager_id}/DiagnosticService/PRBSTest/TestObjects
1.0,high,True,171,3.2.158,查询PRBS测试信息,POST,https://device_ip/redfish/v1/Managers/manager_id/DiagnosticService/PRBSTest/Actions/PRBSTest.QueryInfo,126,4.2.112,查询PRBS测试信息,POST,/redfish/v1/Managers/{manager_id}/DiagnosticService/PRBSTest/Actions/PRBSTest.QueryInfo
1.0,high,True,172,3.2.159,下发PRBS测试配置,POST,https://device_ip/redfish/v1/Managers/manager_id/DiagnosticService/PRBSTest/Actions/PRBSTest.Config,127,4.2.113,下发PRBS测试配置,POST,/redfish/v1/Managers/{manager_id}/DiagnosticService/PRBSTest/Actions/PRBSTest.Config
1.0,high,True,173,3.2.160,清除PRBS测试统计,POST,https://device_ip/redfish/v1/Managers/manager_id/DiagnosticService/PRBSTest/Actions/PRBSTest.ClearStatistics,128,4.2.114,清除PRBS测试统计,POST,/redfish/v1/Managers/{manager_id}/DiagnosticService/PRBSTest/Actions/PRBSTest.ClearStatistics
1.0,high,True,174,3.2.161,终止PRBS测试,POST,https://device_ip/redfish/v1/Managers/manager_id/DiagnosticService/PRBSTest/Actions/PRBSTest.Shutdown,129,4.2.115,终止PRBS测试,POST,/redfish/v1/Managers/{manager_id}/DiagnosticService/PRBSTest/Actions/PRBSTest.Shutdown
1.0,high,True,182,3.2.169,下发入侵检测配置信息,POST,https://device_ip/redfish/v1/Managers/manager_id/Actions/Oem/Huawei/Public/Manager.ImportIntrusionDetectionConfiguration,130,4.2.116,下发入侵检测配置信息 （未实现）,POST,/redfish/v1/Managers/{manager_id}/Actions/Oem/HuaweiPublic/Manager.ImportIntrusionDetectionConfiguration
1.0,high,True,183,3.2.170,查询系统日志集合资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/LogServices/EventLog/Entries,114,4.2.100,查询系统日志集合资源信息,GET,/redfish/v1/Managers/{manager_id}/LogServices/EventLog/Entries
1.0,high,True,184,3.2.171,查询系统日志资源信息,GET,https://device_ip/redfish/v1/Managers/manager_id/LogServices/EventLog/Entries/entries_id,115,4.2.101,查询系统日志资源信息,GET,/redfish/v1/Managers/{manager_id}/LogServices/EventLog/Entries/{entries_id}
1.0,high,True,186,3.2.173,设置BMC吊销版本列表,POST,https://device_ip/redfish/v1/Managers/manager_id/Actions/Oem/Huawei/Public/Manager.ImportRevokedVersion,131,4.2.117,设置BMC吊销版本列表,POST,/redfish/v1/Managers/{manager_id}/Actions/Oem/HuaweiPublic/Manager.ImportRevokedVersion
1.0,high,True,200,3.3.1,查询系统集合资源信息,GET,https://device_ip/redfish/v1/Systems,144,4.3.1,查询系统集合资源信息,GET,/redfish/v1/Systems
1.0,high,True,201,3.3.2,查询指定系统资源信息,GET,https://device_ip/redfish/v1/Systems/system_id,145,4.3.2,查询指定系统资源信息,GET,/redfish/v1/Systems/{system_id}
1.0,high,True,202,3.3.3,修改指定系统资源属性,PATCH,https://device_ip/redfish/v1/Systems/system_id,146,4.3.3,修改指定系统资源属性,PATCH,/redfish/v1/Systems/{system_id}
1.0,high,True,203,3.3.4,重启服务器,POST,https://device_ip/redfish/v1/Systems/system_id/Actions/ComputerSystem.Reset,147,4.3.4,重启服务器,POST,/redfish/v1/Systems/{system_id}/Actions/ComputerSystem.Reset
1.0,high,True,204,3.3.5,FRU上下电控制,POST,https://device_ip/redfish/v1/Systems/system_id/Actions/Oem/Huawei/Public/ComputerSystem.FruControl,148,4.3.5,FRU上下电控制,POST,/redfish/v1/Systems/{system_id}/Actions/Oem/HuaweiPublic/ComputerSystem.FruControl
1.0,high,True,205,3.3.6,查询主机以太网接口集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces,149,4.3.6,查询主机以太网接口集合资源信息,GET,/redfish/v1/Systems/{system_id}/EthernetInterfaces
1.0,high,True,206,3.3.7,查询指定主机以太网接口资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces/ethernetinterface_id,150,4.3.7,查询指定主机以太网接口资源信息,GET,/redfish/v1/Systems/{system_id}/EthernetInterfaces/{ethernetinterface_id}
1.0,high,True,207,3.3.8,配置以太网,POST,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces/ethernetinterface_id/Actions/Oem/Huawei/Public/EthernetInterface.Configure,151,4.3.8,配置以太网,POST,/redfish/v1/Systems/{system_id}/EthernetInterfaces/{ethernetinterface_id}/Actions/Oem/HuaweiPublic/EthernetInterface.Configure
1.0,high,True,208,3.3.9,查询Bond集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkBondings,152,4.3.9,查询Bond集合资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkBondings
1.0,high,True,209,3.3.10,查询Bond资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkBondings/bond_id,153,4.3.10,查询Bond资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkBondings/{bond_id}
1.0,high,True,210,3.3.11,配置Bond,POST,https://device_ip/redfish/v1/Systems/system_id/NetworkBondings/bond_id/Actions/NetworkBonding.Configure,154,4.3.11,配置Bond,POST,/redfish/v1/Systems/{system_id}/NetworkBondings/{bond_id}/Actions/NetworkBonding.Configure
1.0,high,True,211,3.3.12,查询网络桥接集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkBridge,155,4.3.12,查询网络桥接集合资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkBridge
1.0,high,True,212,3.3.13,查询网络桥接资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkBridge/bridge _id,156,4.3.13,查询网络桥接资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkBridge/{bridge _id}
1.0,high,True,213,3.3.14,查询内存集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Memory,157,4.3.14,查询内存集合资源信息,GET,/redfish/v1/Systems/{system_id}/Memory
1.0,high,True,214,3.3.15,查询指定内存资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Memory/memory_id,158,4.3.15,查询指定内存资源信息,GET,/redfish/v1/Systems/{system_id}/Memory/{memory_id}
1.0,high,True,215,3.3.16,查询指定内存指标资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Memory/memory_id/MemoryMetrics,159,4.3.16,查询指定内存指标资源信息,GET,/redfish/v1/Systems/{system_id}/Memory/{memory_id}/MemoryMetrics
1.0,high,True,216,3.3.17,查询VLAN集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces/ethernetinterface_id/VLANs,160,4.3.17,查询VLAN集合资源信息,GET,/redfish/v1/Systems/{system_id}/EthernetInterfaces/{ethernetinterface_id}/VLANs
1.0,high,True,217,3.3.18,查询VLAN资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces/ethernetinterface_id/VLANs/vlan_id,161,4.3.18,查询VLAN资源信息,GET,/redfish/v1/Systems/{system_id}/EthernetInterfaces/{ethernetinterface_id}/VLANs/{vlan_id}
1.0,high,True,219,3.3.20,配置VLAN,POST,https://device_ip/redfish/v1/Systems/system_id/EthernetInterfaces/ethernetinterface_id/VLANs/vlan_id/Actions/Oem/Huawei/Public/VLanNetworkInterface.Configure,162,4.3.19,配置VLAN,POST,/redfish/v1/Systems/{system_id}/EthernetInterfaces/{ethernetinterface_id}/VLANs/{vlan_id}/Actions/Oem/HuaweiPublic/VLanNetworkInterface.Configure
1.0,high,True,220,3.3.21,查询存储集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Storages,163,4.3.20,查询存储集合资源信息,GET,/redfish/v1/Systems/{system_id}/Storages
1.0,high,True,221,3.3.22,查询指定存储资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id,164,4.3.21,查询指定存储资源信息,GET,/redfish/v1/Systems/{system_id}/Storages/{storage_id}
1.0,high,True,224,3.3.25,修改指定控制器资源信息,PATCH,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id,165,4.3.22,修改指定控制器资源信息,PATCH,/redfish/v1/Systems/{system_id}/Storages/{storage_id}
1.0,high,True,225,3.3.26,恢复指定控制器的默认配置,POST,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Actions/Oem/Huawei/Public/Storage.RestoreStorageControllerDefaultSettings,166,4.3.23,恢复指定控制器的默认配置,POST,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Actions/Oem/HuaweiPublic/Storage.RestoreStorageControllerDefaultSettings
1.0,high,True,227,3.3.28,查询逻辑盘集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes,167,4.3.24,查询逻辑盘集合资源信息,GET,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes
1.0,high,True,228,3.3.29,查询指定逻辑盘资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes/volume_id,168,4.3.25,查询指定逻辑盘资源信息,GET,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes/{volume_id}
1.0,high,True,229,3.3.30,修改指定逻辑盘资源属性,PATCH,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes/volume_id,169,4.3.26,修改指定逻辑盘资源属性,PATCH,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes/{volume_id}
1.0,high,True,230,3.3.31,初始化指定逻辑盘,POST,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes/volume_id/Actions/Volume.Initialize,170,4.3.27,初始化指定逻辑盘,POST,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes/{volume_id}/Actions/Volume.Initialize
1.0,high,True,231,3.3.32,删除指定逻辑盘,DELETE,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes/volume_id,171,4.3.28,删除指定逻辑盘,DELETE,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes/{volume_id}
1.0,high,True,232,3.3.33,创建逻辑盘,POST,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Volumes,172,4.3.29,创建逻辑盘,POST,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Volumes
1.0,high,True,233,3.3.34,查询BIOS资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Bios,173,4.3.30,查询BIOS资源信息,GET,/redfish/v1/Systems/{system_id}/Bios
1.0,high,True,234,3.3.35,恢复BIOS属性默认值,POST,https://device_ip/redfish/v1/Systems/system_id/Bios/Actions/Bios.ResetBios,174,4.3.31,恢复BIOS属性默认值,POST,/redfish/v1/Systems/{system_id}/Bios/Actions/Bios.ResetBios
1.0,high,True,235,3.3.36,修改BIOS密码,POST,https://device_ip/redfish/v1/Systems/system_id/Bios/Actions/Bios.ChangePassword,175,4.3.32,修改BIOS密码,POST,/redfish/v1/Systems/{system_id}/Bios/Actions/Bios.ChangePassword
1.0,high,True,236,3.3.37,查询BIOS设置资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Bios/Settings,176,4.3.33,查询BIOS设置资源信息,GET,/redfish/v1/Systems/{system_id}/Bios/Settings
1.0,high,True,237,3.3.38,修改BIOS设置资源属性,PATCH,https://device_ip/redfish/v1/Systems/system_id/Bios/Settings,177,4.3.34,修改BIOS设置资源属性,PATCH,/redfish/v1/Systems/{system_id}/Bios/Settings
1.0,high,True,238,3.3.39,清除未生效的BIOS配置,POST,https://device_ip/redfish/v1/Systems/system_id/Bios/Settings/Actions/Oem/Huawei/Public/Settings.Revoke,178,4.3.35,清除未生效的BIOS配置,POST,/redfish/v1/Systems/{system_id}/Bios/Settings/Actions/Oem/HuaweiPublic/Settings.Revoke
1.0,high,True,239,3.3.40,查询BIOS策略重配资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Bios/PolicyConfig,179,4.3.36,查询BIOS策略重配资源信息,GET,/redfish/v1/Systems/{system_id}/Bios/PolicyConfig
1.0,high,True,240,3.3.41,查询BIOS策略重配设置资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Bios/PolicyConfig/Settings,180,4.3.37,查询BIOS策略重配设置资源信息,GET,/redfish/v1/Systems/{system_id}/Bios/PolicyConfig/Settings
1.0,high,True,241,3.3.42,修改BIOS策略重配设置资源属性,PATCH,https://device_ip/redfish/v1/Systems/system_id/Bios/PolicyConfig/Settings,181,4.3.38,修改BIOS策略重配设置资源属性,PATCH,/redfish/v1/Systems/{system_id}/Bios/PolicyConfig/Settings
1.0,high,True,249,3.3.50,查询处理器集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Processors,182,4.3.39,查询处理器集合资源信息,GET,/redfish/v1/Systems/{system_id}/Processors
1.0,high,True,250,3.3.51,查询指定处理器资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/Processors/processor_id,183,4.3.40,查询指定处理器资源信息,GET,/redfish/v1/Systems/{system_id}/Processors/{processor_id}
1.0,high,True,251,3.3.52,修改指定CPU资源属性,PATCH,https://device_ip/redfish/v1/Systems/system_id/Processors/cpu_id,184,4.3.41,修改指定CPU资源属性,PATCH,/redfish/v1/Systems/{system_id}/Processors/{cpu_id}
1.0,high,True,255,3.3.56,查询网络接口集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkInterfaces,185,4.3.42,查询网络接口集合资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkInterfaces
1.0,high,True,256,3.3.57,查询网络接口资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkInterfaces/networkinterface_id,186,4.3.43,查询网络接口资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkInterfaces/{networkinterface_id}
1.0,high,True,257,3.3.58,查询网络端口集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkInterfaces/networkinterface_id/NetworkPorts,187,4.3.44,查询网络端口集合资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkInterfaces/{networkinterface_id}/NetworkPorts
1.0,high,True,266,3.3.67,查询CPU历史占用率资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/ProcessorsHistoryUsageRate,188,4.3.45,查询CPU历史占用率资源信息,GET,/redfish/v1/Systems/{system_id}/ProcessorsHistoryUsageRate
1.0,high,True,267,3.3.68,查询内存历史占用率资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/MemoryHistoryUsageRate,189,4.3.46,查询内存历史占用率资源信息,GET,/redfish/v1/Systems/{system_id}/MemoryHistoryUsageRate
1.0,high,True,268,3.3.69,查询网口历史占用率资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/NetworkHistoryUsageRate,190,4.3.47,查询网口历史占用率资源信息,GET,/redfish/v1/Systems/{system_id}/NetworkHistoryUsageRate
1.0,high,True,269,3.3.70,清空网口历史占用率资源信息,POST,https://device_ip/redfish/v1/Systems/system_id/Actions/Oem/Huawei/Public/ComputerSystem.ClearNetworkHistoryUsageRate,191,4.3.48,清空网口历史占用率资源信息,POST,/redfish/v1/Systems/{system_id}/Actions/Oem/HuaweiPublic/ComputerSystem.ClearNetworkHistoryUsageRate
1.0,high,True,270,3.3.71,批量查询处理器资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/ProcessorView,192,4.3.49,批量查询处理器资源信息,GET,/redfish/v1/Systems/{system_id}/ProcessorView
1.0,high,True,271,3.3.72,批量查询内存资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/MemoryView,193,4.3.50,批量查询内存资源信息,GET,/redfish/v1/Systems/{system_id}/MemoryView
1.0,high,True,272,3.3.73,查询电子保单信息,GET,https://device_ip/redfish/v1/Systems/system_id/DigitalWarranty,268,4.4.59,查询电子保单信息,GET,/redfish/v1/Chassis/{chassis_id}/DigitalWarranty
1.0,high,True,273,3.3.74,修改电子保单信息,PATCH,https://device_ip/redfish/v1/Systems/system_id/DigitalWarranty,269,4.4.60,修改电子保单信息,PATCH,/redfish/v1/Chassis/{chassis_id}/DigitalWarranty
1.0,high,True,274,3.3.75,导入Foreign配置,POST,https://device_ip/redfish/v1/Systems/system_id/Storages/storage_id/Actions/Oem/Huawei/Public/Storage. ImportForeignConfig,194,4.3.51,导入Foreign配置,POST,/redfish/v1/Systems/{system_id}/Storages/{storage_id}/Actions/Oem/HuaweiPublic/Storage. ImportForeignConfig
1.0,high,True,276,3.3.77,查询IB集合资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/InfiniBandInterfaces,195,4.3.52,查询IB集合资源信息,GET,/redfish/v1/Systems/{system_id}/InfiniBandInterfaces
1.0,high,True,277,3.3.78,查询IB资源信息,GET,https://device_ip/redfish/v1/Systems/system_id/InfiniBandInterfaces/ib_id,196,4.3.53,查询IB资源信息,GET,/redfish/v1/Systems/{system_id}/InfiniBandInterfaces/{ib_id}
1.0,high,True,280,3.3.81,设置虚拟媒体资源,PATCH,https://device_ip/redfish/v1/Systems/system_id /VirtualMedia/CD,199,4.3.56,设置虚拟媒体资源,PATCH,/redfish/v1/Systems/{system_id}/VirtualMedia/CD
0.9,high,True,294,3.4.1,查询机箱集合资源信息,GET,https://device_ip/redfish/v1/Chassis,210,4.4.1,查询机柜集合资源信息,GET,/redfish/v1/Chassis
0.9,high,True,295,3.4.2,查询指定机箱资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id,211,4.4.2,查询指定机柜资源信息,GET,/redfish/v1/Chassis/{chassis_id}
0.9,high,True,296,3.4.3,修改指定机箱资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id,212,4.4.3,修改指定机柜资源信息（评）,PATCH,/redfish/v1/Chassis/{chassis_id}
0.9091,high,True,298,3.4.5,控制机箱定位指示灯状态,POST,https://device_ip/redfish/v1/Chassis/Chassis_id/Oem/Huawei/Public/Actions/Chassis.ControlIndicatorLED,213,4.4.4,控制机柜定位指示灯状态,POST,/redfish/v1/Chassis/{chassis_id}/Oem/HuaweiPublic/Actions/Chassis.ControlIndicatorLED
1.0,high,True,299,3.4.6,恢复超节点配置信息为默认值,POST,https://device_ip/redfish/v1/Chassis/Chassis_id/Oem/Huawei/Public/Actions/Chassis.SuperPodLabelRestoreDefaults,214,4.4.5,恢复超节点配置信息为默认值,POST,/redfish/v1/Chassis/{chassis_id}/Oem/HuaweiPublic/Actions/Chassis.SuperPodLabelRestoreDefaults
0.9167,high,True,300,3.4.7,查询指定机箱散热资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Thermal,215,4.4.6,查询指定机柜散热资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Thermal
0.9167,high,True,301,3.4.8,修改指定机箱散热资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/Thermal,216,4.4.7,修改指定机柜散热资源信息,PATCH,/redfish/v1/Chassis/{chassis_id}/Thermal
0.9565,high,True,302,3.4.9,清空进风口历史温度数据,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Thermal/Oem/Huawei/Public/Actions/Thermal.ClearInletHistoryTemperature,217,4.4.8,清空进风口历史温度的数据,POST,/redfish/v1/Chassis/{chassis_id}/Thermal/Oem/HuaweiPublic/Actions/Thermal.ClearInletHistoryTemperature
0.9,high,True,303,3.4.10,查询指定机箱电源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Power,218,4.4.9,查询指定机柜电源信息,GET,/redfish/v1/Chassis/{chassis_id}/Power
1.0,high,True,304,3.4.11,修改指定电源属性,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/Power,219,4.4.10,修改指定电源属性,PATCH,/redfish/v1/Chassis/{chassis_id}/Power
1.0,high,True,305,3.4.12,清空历史功率数据,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Power/Oem/Huawei/Public/Actions/Power.ResetHistoryData,220,4.4.11,清空历史功率数据,POST,/redfish/v1/Chassis/{chassis_id}/Power/Oem/HuaweiPublic/Actions/Power.ResetHistoryData
1.0,high,True,306,3.4.13,重新统计功率数据,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Power/Oem/Huawei/Public/Actions/Power.ResetStatistics,221,4.4.12,重新统计功率数据,POST,/redfish/v1/Chassis/{chassis_id}/Power/Oem/HuaweiPublic/Actions/Power.ResetStatistics
1.0,high,True,307,3.4.14,收集功率统计数据,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Power/Oem/Huawei/Public/Actions/Power.CollectHistoryData,222,4.4.13,收集功率统计数据,POST,/redfish/v1/Chassis/{chassis_id}/Power/Oem/HuaweiPublic/Actions/Power.CollectHistoryData
0.9231,high,True,308,3.4.15,查询指定机箱电源子系统信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PowerSubsystem,223,4.4.14,查询指定机柜电源子系统信息,GET,/redfish/v1/Chassis/{chassis_id}/PowerSubsystem
1.0,high,True,309,3.4.16,查询电源转换器集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PowerSubsystem/Oem/Huawei/Public/PowerConverters,226,4.4.17,查询电源转换器集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/PowerSubsystem/Oem/HuaweiPublic/PowerConverters
1.0,high,True,310,3.4.17,查询电源转换器单个资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PowerSubsystem/Oem/Huawei/Public/PowerConverters/powerconverter_id,227,4.4.18,查询电源转换器单个资源信息,GET,/redfish/v1/Chassis/{chassis_id}/PowerSubsystem/Oem/HuaweiPublic/PowerConverters/{powerconverter_id}
1.0,high,True,311,3.4.18,查询网络适配器集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters,228,4.4.19,查询网络适配器集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters
1.0,high,True,312,3.4.19,查询网络适配器单个资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters/networkadapters_id,229,4.4.20,查询网络适配器单个资源信息,GET,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters/{networkadapters_id}
1.0,high,True,313,3.4.20,修改网络适配器单个资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters/networkadapters_id,230,4.4.21,修改网络适配器单个资源信息,PATCH,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters/{networkadapters_id}
1.0,high,True,320,3.4.27,查询网络端口集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters/networkadapters_id/NetworkPorts,231,4.4.22,查询网络端口集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters/{networkadapters_id}/NetworkPorts
1.0,high,True,321,3.4.28,查询网络端口单个资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters/networkadapters_id/NetworkPorts/networkports_id,232,4.4.23,查询网络端口单个资源信息,GET,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters/{networkadapters_id}/NetworkPorts/{networkports_id}
1.0,high,True,322,3.4.29,修改网络端口单个资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/NetworkAdapters/networkadapters_id/NetworkPorts/networkports_id,233,4.4.24,修改网络端口单个资源信息,PATCH,/redfish/v1/Chassis/{chassis_id}/NetworkAdapters/{networkadapters_id}/NetworkPorts/{networkports_id}
1.0,high,True,324,3.4.31,查询网络端口上接的光模块资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Transceivers/transceivers_id,235,4.4.26,查询网络端口上接的光模块资源信息,GET,新URL：/redfish/v1/Chassis/{chassis_id}/Transceivers/{transceivers_id}
